SMILES,QED,LogP,Molecular_Weight,TPSA,HBA,HBD,Rotatable_Bonds,Aromatic_Rings,Heavy_Atoms,Rings,Formal_Charge,Lipinski_Violations
NC(C(=O)Cc1ccccc1)C(=O)NCCc1ccc(Cl)c(Cl)c1,0.7415122674138214,2.791200000000001,365.2600000000001,72.19,3,2,7,2,24,2,0,0
CCOc1ccc(OC)c(S(=O)(=O)N2CCCC2C(=O)O)c1OCC,0.740110020481436,1.7302999999999997,373.42700000000013,102.37,6,1,8,1,25,2,0,0
CN1C(=O)NC2C=CC(C2)C1(Nc1cccc(Cl)c1)C(N)=O,0.7380949886615013,1.5332,320.78000000000003,87.46000000000001,3,3,3,1,22,3,0,0
COc1ccc2c(Cc3cccnc3)nn(CC(=O)NC3CCCC3)c2c1,0.7297213757087525,3.089500000000001,364.4490000000002,69.04,5,1,6,3,27,4,0,0
COc1ccccc1C(=O)Nc1ccc(C(=O)Nc2ccc(C)o2)cc1,0.72579685537119,4.101220000000002,350.3740000000001,80.57,4,2,5,3,26,3,0,0
O=C(CNC(=O)c1ccc(Br)cc1)NCCc1ccc(F)c(F)c1F,0.7134599836007612,2.9551000000000016,415.2090000000002,58.2,2,2,6,2,25,2,0,0
CCC(=O)Nc1ccc(Oc2nnc3cc(Cl)cc(C)c3n2)cc1Cl,0.7080804535066301,4.780820000000003,377.2310000000001,77.0,5,1,4,3,25,3,0,0
C.Cc1cccc(S(=O)(=O)NCc2ccc3nsnc3c2)c1Cl.Cl,0.7053815271100609,4.1895200000000035,406.35999999999996,71.95,5,1,4,3,24,3,0,0
COCCOc1cc(CC2COc3ccc(C(=O)O)cc3C2=O)ccc1OC,0.6976725941097979,2.8526000000000007,386.40000000000015,91.29,6,1,8,2,28,3,0,0
C.CCCc1ccc2c(c1)C(=O)c1ccc(O)c(O)c1C2=O.Cl,0.697246543865253,3.8836000000000044,334.79900000000004,74.6,4,2,2,2,23,3,0,0
O=CN[C@@H](Cc1ccc2c(c1)OCO2)C(=O)NC1COC1,0.6960587966644642,-0.4126000000000003,292.29100000000005,85.89,5,2,6,1,21,3,0,0
CN(C)CC(c1ccc(Cl)c(Cl)c1)c1ccc(N(C)C)c(Cl)c1,0.6934130743685213,5.406300000000004,371.73900000000003,6.48,2,0,5,2,23,2,0,1
CCOc1cc(N2CCN(Cc3ccc(OC)c(OC)c3)CC2)ccc1OC,0.6925341300672516,3.433300000000002,386.4920000000002,43.400000000000006,6,0,8,2,28,3,0,0
Cc1c(Cl)ccc(Cl)c1C(=O)Nc1ccc(Oc2ccnn2C)cc1,0.6909626375068947,5.079920000000002,376.2430000000001,56.15,4,1,4,3,25,3,0,1
O=C(Nc1cccc(F)c1)Nc1ccnn1-c1ccc(Cl)c(Cl)c1,0.689146390707081,4.962200000000001,365.19500000000005,58.95,3,2,3,3,24,3,0,0
COc1ccc(CCNC(=O)CCc2cc(O)c3c(c2)OCCO3)cc1O,0.6882347343893066,2.1691000000000007,373.40500000000014,97.25000000000001,6,3,7,2,27,3,0,0
CCCCc1ccc(OCC(=O)NCC(=O)Nc2ccc(Cl)cn2)cc1C,0.6871874777724419,3.519720000000002,389.8830000000001,80.32,4,2,9,2,27,2,0,0
COc1cc2ccccc2cc1C(=O)Nc1ccc(F)nc1C(N)=O.Cl,0.6846929596155819,3.1555000000000004,375.7870000000001,94.31,4,2,4,3,26,3,0,0
COc1cccc(N(CC(=O)Nc2cccnn2)C(C)C)c1OCC=O,0.6844509033723949,1.9163999999999997,358.3980000000002,93.65,7,1,9,2,26,2,0,0
CN(C)CCCNc1ccccc1S(=O)(=O)N1CCOCC1=O.Cl.Cl,0.680772499843924,1.4412999999999996,414.3550000000002,78.95000000000002,6,1,7,1,25,2,0,0
C.O=P(O)(OCc1ccc(C2CC2)cc1Cl)C(O)CN1CCCCC1,0.6778720164944959,4.3598000000000035,389.86000000000024,70.0,4,2,7,1,25,3,0,0
C.CCOC(=O)C1=C(C)NC(=O)N(C)C1c1ccc(C)nc1Cl,0.677657977080342,3.212720000000002,339.8230000000001,71.53,4,1,3,1,23,2,0,0
Cc1ccc2c(c1)C(=O)N(c1ccc(-n3cnnn3)cc1)C2=O,0.674000064839212,1.7713199999999996,305.2970000000001,80.98,6,0,2,3,23,4,0,0
C=O.Cn1c(=O)c2ccccc2n2nc(C(=O)N3CCCC3)cc12,0.6739677705896286,1.2372999999999996,326.35600000000017,76.67999999999999,6,0,1,3,24,4,0,0
COc1cccc(NCc2ccc(OC)c(OC(C)C(=O)OC(C)C)c2)n1,0.6737262866170336,3.429800000000002,374.4370000000001,78.91,7,1,9,2,27,2,0,0
CCC(C)Oc1c(Nc2nc3cc(C)c(O)cc3oc2=O)cccc1OC,0.6735332854803621,4.131520000000003,370.40500000000014,93.82000000000001,7,2,6,3,27,3,0,0
C.CCc1cccc(NC(=O)Nc2ccc3nnnn3c2)c1Cl.Cl.Cl,0.6733353852680994,4.4638000000000035,405.71700000000004,84.21,5,2,3,3,25,3,0,0
O=C(O)c1cncc(-n2nc(CO)c(Cc3ccnc(F)c3)n2)c1,0.6705322310011453,0.9776999999999998,329.291,114.02,7,2,5,3,24,3,0,0
COC(=O)[C@H](Cc1ccc(O)c(C(=O)O)c1)NC(C)=O,0.6694252721735214,0.3106,281.264,112.93,5,3,5,1,20,1,0,0
O=C(O)CC(NC(=O)c1ccc(-n2cnnc2)cc1)C1CCCN1S,0.6675775528999515,1.149599999999999,361.42700000000013,100.35000000000001,7,3,6,2,25,3,0,0
CO.COC(=O)c1ccc(NC(=O)NCCN2CCOCC2)c(C)c1Cl,0.661868717982841,1.49722,387.86400000000015,100.13,6,3,5,1,26,2,0,0
C.COc1ccc(C(=O)Nc2nc(-c3ccnn3C)cs2)cc1OCCF,0.6618674287829879,3.7889000000000026,392.45600000000013,78.27,7,1,7,3,27,3,0,0
COc1ccc(CNC(=O)C2C(=O)n3cccc3C2OC(C)=O)cc1,0.6599284385593748,1.6872999999999996,342.3510000000001,86.63,6,1,5,2,25,3,0,0
C.CC(C)c1ccc(OCC(=O)Nc2ccc(Br)cn2)cc1Cl.Cl,0.6549573869316209,5.696300000000004,436.17699999999996,51.22,3,1,5,2,24,2,0,1
O=C(N[C@H](Cc1ccc(O)cc1)C(=O)O)c1ccc(O)nc1,0.6516545802525067,0.9184999999999999,302.28600000000006,119.75000000000001,5,4,5,2,22,2,0,0
Cc1cccc(Nc2nc(NCCc3ccco3)nc(N3CCOCC3)n2)c1,0.6466867144013702,3.0078200000000015,380.4520000000002,88.34,8,2,7,3,28,4,0,0
Cc1ccccc1NC(=O)CSc1ccc(Cl)c(C)c1Cl.NC(=O)O,0.6313859723735553,4.964140000000003,401.31500000000017,92.42,3,3,4,2,25,2,0,0
N.O=c1[nH]c2ncccc2nc1N1CCN(c2ccc(O)c(Cl)c2)CC1,0.6280839779542526,2.1656999999999993,374.8320000000001,120.35,7,3,2,3,26,4,0,0
O=[SH]N1CCCC1C(=O)Nc1ccccc1C(=O)NCCc1cccnc1,0.6260923239054169,1.317299999999999,386.47700000000015,91.4,4,3,7,2,27,3,0,0
O=C(CSc1nnnn1-c1ccc(Cl)cc1)NCC1CC1c1ccccc1,0.6167524367997443,3.327700000000002,399.90700000000015,72.7,6,1,7,3,27,4,0,0
CCOc1c(C(=O)NNC(=O)Nc2ccccc2OC)ccc(Br)c1Cl,0.611273674766719,3.976300000000002,442.6970000000001,88.69000000000001,4,3,5,2,26,2,0,0
CC(C)(C)c1ccc(OCCCN2C(=O)CCNC2=O)cc1Cl.N=O,0.610321451123629,3.679870000000002,369.84900000000005,99.56,5,2,5,1,25,2,0,0
CC(N)=O.Cc1ccccc1NC(=O)Nc1ccc2nonc2c1Cl.Cl,0.6068363935941434,3.7420200000000015,398.25000000000006,123.14,5,3,2,3,26,3,0,0
C.Cc1cccc(NC(=S)NC(=S)Nc2cccnn2)c1Cl.Cl.Cl,0.6064190850147451,4.6015200000000025,426.82599999999996,61.87,4,3,2,2,24,2,0,0
O=Cc1cc(C(=O)O)ccc1NC(=O)C(=O)COc1ccccc1,0.5923996026580169,1.7839,327.292,109.77,5,2,7,2,24,2,0,0
COc1ccc(C(=O)CC(=O)Nc2ccc(C(=O)O)cc2)cc1OC,0.5917457194137528,2.6135,343.3350000000001,101.93,5,2,7,2,25,2,0,0
COc1cccc(/C=C2/Sc3cc(O)c(OC)cc3C(=O)N2C)c1,0.922882666470991,3.5857000000000028,343.40400000000005,59.0,5,1,3,2,24,3,0,0
COc1cc(C2=C(O)C(=O)c3cccn32)c(OC)cc1OC(C)C,0.9115466540167162,3.2637000000000027,329.3520000000001,69.92,6,1,5,2,24,3,0,0
O=C(O)c1ccc(S(=O)(=O)Nc2cc(Cl)cc(Cl)c2)cc1,0.8876545120736101,3.492400000000001,346.19100000000003,83.47,3,2,4,2,21,2,0,0
C.COc1ccc(C2(O)OC(C(=O)O)c3cccn32)c(OC)c1F,0.8863963239614364,2.0873,339.3190000000001,90.14999999999999,6,2,4,2,24,3,0,0
C.CCCC1=C(C(=O)O)C(C)(C)c2cc(OC)c(OC)cc2O1,0.8819663995425163,4.148700000000003,322.40100000000007,64.99000000000001,4,1,5,1,23,2,0,0
Cc1ccccc1NS(=O)(=O)c1ccc(NC(=O)N2CCCC2)cc1,0.8778031667089984,3.4235200000000017,359.4510000000002,78.51,3,2,4,2,25,3,0,0
CCOc1ccc(S(=O)(=O)Nc2ccc(OC(F)(F)F)cc2)cc1,0.8503477031413157,3.7847000000000017,361.341,64.63000000000001,4,1,6,2,24,2,0,0
C.COc1cc2c(cc1OC)C(C(NC(C)=O)c1ccccc1)CCC2,0.8499969843386402,4.6372000000000035,355.4780000000001,47.56,3,1,5,2,26,3,0,0
CCOc1c(C)cc(C(=O)Nc2ccc(C(=O)O)cc2)cc1OC,0.8487109908588436,3.3528200000000012,329.3520000000001,84.86,4,2,6,2,24,2,0,0
O=C1NC(=O)S(=O)/C1=C\c1ccc(OC(F)(F)F)cc1,0.8473846185435522,1.9246000000000003,305.233,72.47,4,1,2,1,20,2,0,0
CCOc1c(Br)cc(-c2cc(O)c3c(c2)OCO3)cc1C(=O)O,0.841274250936867,3.647300000000002,381.17800000000017,85.22000000000001,5,2,4,2,23,3,0,0
Cc1ccc(C2=C(O)C(=O)c3cccc(O)c3C2=O)cc1Cl.O,0.8368385234882972,2.877620000000001,332.7390000000001,106.1,4,2,1,2,23,3,0,0
COc1c(C)c(COc2cc(Cl)cc(Cl)c2)cc(C(=O)O)c1C,0.8292146748231561,4.896040000000003,355.2170000000001,55.760000000000005,3,1,5,2,23,2,0,0
C.COc1ccc2cc(C(C)C(=O)O)c(=O)oc2c1Cl.Cl.Cl,0.8211397329019797,4.122800000000003,371.64399999999995,76.74000000000001,4,1,3,2,22,2,0,0
COc1ccccc1Nc1ccc(S(=O)(=O)N(C)C(=O)O)cc1OC,0.8096120197463672,2.7459000000000007,366.39500000000015,105.17000000000002,6,2,6,2,25,2,0,0
Cc1ccc(S(=O)(=O)Nc2ccc(-n3cnnc3)cc2)c(F)c1,0.7962723088394695,2.51562,332.36000000000007,76.88,5,1,4,3,23,3,0,0
O=C1N=C(O)SC1=Cc1ccc(Oc2nnc(C3CC3)s2)cc1Cl,0.7927944390273072,4.389500000000002,379.85000000000014,84.67,6,1,4,2,24,4,0,0
CCCCc1ccc(Oc2ccc(S(=O)(=O)N(C)C)cc2)cc1F.N,0.7864599859641087,4.372900000000002,368.47400000000005,81.61000000000001,4,1,7,2,25,2,0,0
COc1cc(OC)cc(-c2nc3cc(OC)c(O)cc3c(=O)o2)c1,0.7863159057848668,2.5864000000000003,329.30800000000005,91.02,7,1,4,3,24,3,0,0
CC(=O)O.O=C1N=C(O)SC1=Cc1ccc(OCC2CC2)cc1Cl,0.7844636447733793,3.748000000000002,369.82600000000014,96.19,4,2,4,1,24,3,0,0
Nc1cc(=O)n2cc(OCc3ccc(OC(F)(F)F)cc3)ccc2n1,0.7819218160894995,2.7543000000000006,351.284,78.85000000000001,6,1,4,3,25,3,0,0
Cl.Cl.O.O=C1N=C(O)SC1=Cc1ccc(OCC2CC2)cc1Cl,0.780561881274235,3.676000000000002,400.71100000000024,90.39,3,1,4,1,23,3,0,0
O=c1cc(-c2ccccc2)on1-c1ccc(O)nc1OCC(F)(F)F,0.7805315956187517,3.1392000000000007,352.26800000000003,77.49000000000001,6,1,4,3,25,3,0,0
O=c1cc(-c2ccccc2)on1-c1ccc(O)c(C(F)(F)F)c1,0.7804416812895366,3.821900000000001,321.25399999999996,55.370000000000005,4,1,2,3,23,3,0,0
COc1ccc(-c2cc(C(=O)O)c(O)c(C(=O)O)c2)cc1OC,0.7756666708474427,2.4728000000000003,318.28100000000006,113.29000000000002,5,3,5,2,23,2,0,0
Cc1cc(C(=O)O)c(COc2ccc3[nH]ccc3c2)n(C)c1=O,0.7747722393452303,2.4522200000000005,312.3250000000001,84.32,4,2,4,3,23,3,0,0
Cc1ccc(Sc2ccc(C(=O)O)cc2)cc1C(=O)OCC(C)C,0.7723966760614329,4.657220000000004,344.43200000000013,63.599999999999994,4,1,6,2,24,2,0,0
Cc1ccc(Oc2cc(=O)c3ccc(O)nc3o2)cc1OC(C)(C)C,0.7697210546579119,4.1716200000000025,341.3630000000001,81.79,6,1,3,3,25,3,0,0
COc1ccc(C(=O)NCc2ccc(OCC(=O)O)cc2)cc1Cl.Cl,0.7638048902812778,3.1638000000000024,386.23099999999994,84.86,4,2,7,2,25,2,0,0
Cc1ccc(-n2cc(C(=O)O)c(=O)c3ccc(O)nc32)cc1C,0.7579918894344634,2.40634,310.3090000000001,92.42,5,2,2,3,23,3,0,0
COc1ccccc1N(CC(=O)O)C(=O)c1ccc2oc(C)cc2c1C,0.7547499448707546,3.789640000000002,353.37400000000014,79.98,4,1,5,3,26,3,0,0
Cc1ccc(NC(=O)c2ccn(-c3ccc(C)c(O)c3)c2)cc1C,0.753107863797388,4.3604600000000024,320.39200000000005,54.260000000000005,3,2,3,3,24,3,0,0
Cc1ccc(-c2cn(CC(=O)O)c3ccc(O)nc23)cc1Cl.Cl,0.749420393902542,3.877120000000002,353.205,75.35000000000001,4,2,3,3,23,3,0,0
C.Cc1ccc(C2CC(c3ccc(O)c(O)c3)=NO2)cc1Cl.Cl,0.7459976541964939,4.983220000000005,356.24899999999997,62.05,4,2,2,2,23,3,0,0
O=C(O)c1cccc(S(=O)(=O)Nc2ccc(Br)c(F)c2)c1O,0.7450912911619536,2.792800000000001,390.18600000000004,103.7,4,3,4,2,22,2,0,0
NS(=O)(=O)c1ccc(C(=O)O)cc1Nc1ccc(Br)cc1F,0.7450644469089768,2.6774000000000004,389.202,109.49000000000001,4,3,4,2,22,2,0,0
COc1cccc(CCNCc2cc(C(=O)O)cc(C(F)(F)F)c2)c1,0.7446916848880092,3.744500000000002,353.34,58.56,3,2,7,2,25,2,0,0
O=C(O)c1ccc(Nc2c(F)c(O)cc(C(F)(F)F)c2F)cc1,0.7388515167389575,4.131,333.212,69.56,3,3,3,2,23,2,0,0
C.Cc1cc(Oc2ccc(C(=O)O)cc2)nc2cc(F)c(O)cc12,0.7385793382371516,4.514520000000004,329.32700000000006,79.65,4,2,3,3,24,3,0,0
O=C(O)c1ccccc1NS(=O)(=O)c1cc(F)c(O)c(F)c1F,0.7365416318940035,2.3085,347.27000000000004,103.7,4,3,4,2,23,2,0,0
CCn1c(O)ccc1C1Oc2c(cc(C)c(O)c2O)C(=O)C=C1C,0.7359781507188627,3.1959200000000028,329.35200000000003,91.92000000000002,6,3,2,2,24,3,0,0
CCc1ccccc1-c1cc(C(=O)O)c(O)c2nc(C(C)C)oc12,0.7330178187237769,4.584400000000003,325.36400000000003,83.56,4,2,4,3,24,3,0,0
O=c1cc(O)c2cc(OCc3cc(F)c(F)cc3F)oc2[nH]1,0.729369931699513,2.8230000000000004,311.215,75.46000000000001,4,2,3,3,22,3,0,0
C=O.Cc1ccc(Sc2cc(C(=O)O)c(O)c3cccn23)cc1Cl,0.7259973538484236,4.271220000000002,363.822,79.01,5,2,3,3,24,3,0,0
COC(=O)COc1cc(C)c(Oc2ccc(CCC(=O)O)cc2)cc1C,0.7252883117101566,3.664740000000002,358.39000000000004,82.06,5,1,8,2,26,2,0,0
Cc1cc(C(F)(F)F)ccc1Cn1c(C)cc2ccc(C(=O)O)cc21,0.7224749683572138,5.0234400000000035,347.3360000000001,42.230000000000004,2,1,3,3,25,3,0,1
Cc1ccc2nc(Oc3ccc(C(=O)O)cc3)c(C)nc2c1Cl.Cl,0.7210166084333245,4.8123400000000025,365.21600000000007,72.31,4,1,3,3,24,3,0,0
O=C(O)c1cc(O)cc(OCCC2Cc3ccc(F)c(F)c3C2)c1O,0.7207430016996839,3.258100000000002,350.31700000000006,86.99000000000001,4,3,5,2,25,3,0,0
C.Cl.Cl.O=C1N=C(O)SC1=Cc1ccc(OCC2CC2)cc1Cl,0.7136290075284522,5.136800000000003,398.73900000000026,58.89,3,1,4,1,23,3,0,1
CCOc1cc(-c2cc(=O)c3cc(O)c(O)cc3o2)ccc1CC,0.7122604449511603,3.8323000000000027,326.34800000000007,79.9,5,2,4,3,24,3,0,0
CCOc1cc(C(=O)NCc2ccc(O)c(OC)c2)c(O)cc1OC,0.7117167360589033,2.4437000000000006,347.3670000000001,97.25000000000001,6,3,7,2,25,2,0,0
O=C(O)c1ccc(OC2CCCCC2)cc1OCc1cc(F)c(F)cc1F,0.7092849102946852,5.092600000000004,380.36199999999997,55.760000000000005,3,1,6,2,27,3,0,1
O=c1cc(-c2ccccc2)on1-c1ccc(O)nc1OCC(O)CF,0.7074924424868391,1.9072999999999996,346.3140000000001,97.72000000000001,7,2,6,3,25,3,0,0
C.CC1(C)N=C(c2cccc(O)c2)c2cc(O)c(O)cc2C1=O,0.7048943062933389,3.251800000000003,313.35300000000007,90.12,5,3,1,2,23,3,0,0
COc1ccc(-c2cc(C(=O)O)ccc2O)c(OC)c1OCC(N)=O,0.6942050275413535,1.6386999999999996,347.32300000000015,128.31,6,3,7,2,25,2,0,0
COc1cc(OC)c(C(=O)O)cc1Oc1c(O)cc(O)cc1C=O,0.6883516759304769,2.418,334.2800000000001,122.52000000000001,7,3,6,2,24,2,0,0
C.Cc1cccc(C2=NOC(c3cc(Cl)cc(O)c3Cl)C2)c1Cl,0.6853025700268682,6.162620000000004,372.6790000000001,41.82,3,1,2,2,23,3,0,1
COc1cccc(CCNC(=O)c2cc(-c3nc(C)no3)cs2)c1OC,0.6848039591732906,3.0962200000000015,373.4340000000001,86.48,7,1,7,3,26,3,0,0
O=C(O)c1cc2cc(Br)cc(OCc3c(F)cc(F)cc3F)c2o1,0.6766309376285672,4.889800000000001,401.134,59.67,3,1,4,3,24,3,0,0
Cc1ccc(Sc2ccc(C(=O)O)cc2)cc1C(=O)NCc1ccco1,0.6763086475951845,4.367420000000003,367.4260000000001,79.53999999999999,4,2,6,3,26,3,0,0
Cc1ccc(N(C)C(=O)c2ccc(-c3cccc(C)c3C)s2)cn1,0.6732436704479104,5.011960000000004,336.4600000000001,33.2,3,0,3,3,24,3,0,1
CCCCCCc1ccc(Oc2c(C)cc(=O)n(CC(=O)O)c2C)cc1,0.6726209532805935,4.464840000000004,357.4500000000001,68.53,4,1,9,2,26,2,0,0
COc1ccc2c(O)c(CCC(=O)O)c(-c3cnn[nH]3)cc2c1,0.6670041037322022,2.3563,313.313,108.33000000000001,5,3,5,3,23,3,0,0
CCOc1ccc(-c2csc(NC(=O)CCc3ccc(O)nc3)n2)cc1,0.6601397636223519,3.880700000000002,369.44599999999997,84.34,6,2,7,3,26,3,0,0
Cc1ccc(Sc2ccccc2N2CCN(C(=O)c3ccco3)CC2)cc1,0.6592593397822546,4.701620000000004,378.4970000000002,36.69,4,0,4,3,27,4,0,0
O=C(O)c1ccc(CNc2nc3cc(C(=O)O)ccc3o2)c(F)c1,0.6588651894890457,2.9754000000000005,330.2710000000001,112.66,5,3,5,3,24,3,0,0
COc1ccc2c(c1)CC(Sc1nc3cc(OC)c(OC)cc3o1)CC2,0.6579998513221312,4.503200000000004,371.4580000000002,53.72,6,0,5,3,26,4,0,0
COc1cccc(-c2ccc(C(=O)NCc3ccc(O)nc3)cc2)c1O,0.6575875311693753,3.098400000000001,350.374,91.68,5,3,5,3,26,3,0,0
COc1ccc(-c2cc(CO)c(OC)c(OC)c2O)cc1OCC(=O)O,0.6518727114572367,2.0406999999999997,364.3500000000001,114.68000000000002,7,3,8,2,26,2,0,0
Nc1ccc(-c2cc(O)cc(NC(=O)c3ccc(Br)o3)c2)nc1,0.6497900170621762,3.6442000000000014,374.194,101.38,5,3,3,3,23,3,0,0
C.O=C(O)c1ccccc1Sc1nnc(-c2ccc(F)c(Cl)c2)s1,0.6465437411807606,5.483100000000002,382.869,63.08,5,1,4,3,24,3,0,1
Cc1cc2nc(Nc3cccc(C)c3OCC(=O)O)c(=O)oc2cc1O,0.6377444633834635,2.7174400000000003,356.3340000000001,121.89000000000001,7,3,5,3,26,3,0,0
Cc1cc(CC(=O)O)c(O)c2c1CCCC2Oc1ccc(O)c(O)c1,0.6346253965492612,3.1953200000000015,344.363,107.22000000000001,5,4,4,2,25,3,0,0
O=c1cc(Oc2ccccc2)oc2nc3c(c(O)c12)CCC3C(O)O,0.6246725335454376,2.0264000000000006,341.3190000000001,113.02000000000001,7,3,3,3,25,4,0,0
COC(=O)COc1cc(Cc2cc(OC)c(OC)c(OC)c2)ccc1OC,0.6232331463518217,2.863600000000001,376.4050000000001,72.45000000000002,7,0,9,2,27,2,0,0
C.O=C1O/C(=C\c2ccc(O)nc2)C(=O)c2ccc(O)cc21,0.6201176296569636,2.5231000000000003,299.28200000000004,96.72000000000001,6,2,1,2,22,3,0,0
O=C(O)c1cccc(SCc2nc3cc(Cl)cc(F)c3[nH]2)c1O,0.6165325290404305,4.051500000000002,352.774,86.21,4,3,4,3,23,3,0,0
COc1ccc2c(O)c(-c3nc(-c4cc(C)co4)no3)cnc2c1,0.6155517059603897,3.567420000000001,323.30800000000005,94.41,7,1,3,4,24,4,0,0
COc1ccccc1Nc1cc(O)c2c(c1)OCCC2C(=O)OCC=O,0.6062667401143775,2.752600000000001,357.36200000000014,94.09,7,2,6,2,26,3,0,0
COCF.Cc1ccccc1Oc1ccc2nc(S)c(=O)oc2c1OCCF,0.6031256404846703,4.485520000000003,411.42600000000016,70.79,7,1,6,3,28,3,0,0
C.Cc1ccc(Sc2ccc3c(CC(=O)O)cccc3n2)nc1Cl.Cl,0.5952218211438955,5.427820000000004,397.32699999999994,63.08,4,1,4,3,25,3,0,1
O=C1N=C(O)SC1c1ccc(O)nc1OCc1cc(O)c(O)cc1Cl,0.5930404107640607,2.659300000000001,382.78100000000006,132.47,7,4,4,2,25,3,0,0
O=C(O)c1cccc(Nc2nnnn2Cc2ccc(Cl)c(Cl)c2)c1O,0.5828636996291884,3.1756000000000015,380.19100000000003,113.16000000000001,7,3,5,3,25,3,0,0
Cc1cc(C2=C(c3nnn[nH]3)C(CO)CC2)ccc1OC(=O)O,0.5812395565623322,1.8780199999999996,316.31700000000006,121.22000000000001,6,3,4,2,23,3,0,0
BO.Cc1ccc2c(c1)C(c1ccc(O)nc1)=CC(=O)C2=O.O,0.5669195326038947,-0.0051800000000000734,313.1180000000001,118.99000000000001,5,2,1,2,23,3,0,0
Cc1ccc(Cn2cc(C(=O)c3cccs3)nn2)cc1[SH](=O)=O,0.5629897478080597,1.8976199999999994,347.4210000000001,81.91999999999999,7,1,5,3,23,3,0,0
O.O=C(O)c1ccccc1SCCCC(=O)n1cc(Cl)c(Cl)c1Cl,0.5590427950681063,4.534500000000002,410.706,90.80000000000001,4,1,6,2,24,2,0,0
O=C(O)c1cn(-c2ccc(O)nc2)c2cc3oc(Br)cc3cc12,0.5557844054314374,3.9380000000000015,373.16200000000003,88.49,5,2,2,4,23,4,0,0
COc1ccccc1CN(CCCN)c1ccc(O)nc1OCC(=O)OC(C)C,0.5512134650575804,2.4816000000000003,403.47900000000016,107.14,8,2,11,2,29,2,0,0
Cc1cc(C(=O)O)cc(N)c1C#Cc1ccc(O)nc1C(F)(F)F,0.5495806289415932,2.7946200000000005,336.26899999999995,96.44,4,3,1,2,24,2,0,0
COc1cccc(-c2nc3cc(O)cc(O)c3oc2=O)c1OC(C)=O,0.5485573601767679,2.2001,343.29100000000017,119.09,8,2,3,3,25,3,0,0
COc1c(O)c(Cc2ccccc2)c(OCc2ccncc2)c2nc[nH]c12,0.5453175849305545,3.8419000000000016,361.401,80.25999999999999,5,2,6,4,27,4,0,0
O=C(Nc1ccc(F)cc1)c1c(O)c2cc(O)cc(O)c2oc1=O,0.5348868554625763,2.3012,331.2550000000001,120.0,6,4,2,3,24,3,0,0
Oc1cccc(CNc2cccc3nnnn23)c1OCc1ccc(F)c(F)c1,0.5315233229389024,3.299200000000001,383.3580000000002,84.57000000000001,7,2,6,4,28,4,0,0
O=C(O)c1cccc(-n2nc(O)c3cc(O)c(O)cc3c2=O)c1,0.5222200184825457,1.2006999999999994,314.25300000000004,132.88,7,4,2,3,23,3,0,0
O=C1NC(=O)S(=S)/C1=C\c1ccc(OC(=O)C2CC2)cc1,0.5207801999314915,1.6729,321.3790000000001,72.47,5,1,3,1,21,3,0,0
CCCCOc1c(C)cc(C(=O)O)cc1Cc1cc(O)c(O)cc1C,0.5179114287723413,4.182540000000004,344.40700000000004,86.99000000000001,4,3,7,2,25,2,0,0
C.CCCc1cc(O)cc(O)c1CCCc1ccc(O)c(O)c1.Cl.Cl,0.515691775650105,5.116500000000007,391.335,80.92,4,4,6,2,25,2,0,1
COc1cc(O)c(C(=O)O)cc1OCc1cc(O)c(O)c(O)c1Cl,0.5150867557387594,2.4482000000000013,356.71400000000006,136.68,7,5,5,2,24,2,0,0
N=CC=O.O=C(O)CCc1nnc(Oc2ccccc2C(=O)O)s1,0.5050606084976282,1.8806699999999998,351.3400000000001,150.53,8,3,7,2,24,2,0,0
COc1cc(/C=C2\Oc3cc(O)c(OC)cc3C2=O)cc(OC)c1,0.8697333984342391,3.034200000000001,328.32000000000005,74.22000000000001,6,1,4,2,24,3,0,0
O=S(=O)(Nc1ccc(F)c(F)c1)c1ccc2c(c1)CCN2CCO,0.8630000391872923,2.1204000000000005,354.37800000000016,69.64,4,2,5,2,24,3,0,0
CCOc1cc(C2=Nc3c4c(cn3C2=O)OCO4)ccc1C(C)C,0.8623297306067231,3.5135000000000023,326.35200000000003,62.05000000000001,6,0,4,2,24,4,0,0
Cc1ccc(NC(=O)c2ccc(CN3CCOC(=O)C3)cc2)cc1Cl,0.8521772475071974,3.259520000000002,358.82500000000005,58.64000000000001,4,1,4,2,25,3,0,0
CCN(CC)c1ccc(NC(=O)Cn2ncc(Cl)c(Cl)c2=O)cc1,0.8501100826036352,3.035000000000001,369.2520000000001,67.23,5,1,6,2,24,2,0,0
Cc1ccc(NC2=NS(=O)(=O)c3cccn32)c(Cl)c1Cl.Cl,0.8393044030139006,3.543620000000001,366.657,63.46,4,1,1,2,21,3,0,0
CCCN1C(=O)N(c2ccc(Cl)c(Cl)c2)C(C)(C)S1=O,0.836200034615454,4.045200000000003,335.2560000000001,40.620000000000005,2,0,3,1,20,2,0,0
COc1ccccc1NC(=O)C1CCN(Cc2ccc(Cl)c(Cl)c2)C1,0.8340270864817456,4.462600000000004,379.28700000000003,41.57,3,1,5,2,25,3,0,0
C#N.Cc1ccc2sc(N=NC3C=C(O)C(=O)CC3)nc2c1C#N,0.8318075291694936,3.873280000000004,339.3800000000001,122.49000000000001,8,1,2,2,24,3,0,0
CCCN(C)c1ccc(OC)c(NS(=O)(=O)c2ccc(C)nc2)c1,0.8317221229413461,3.0456200000000013,349.4560000000001,71.53,5,1,7,2,24,2,0,0
